호선,호선명,GINR,DOCK,BATCH,년BATCH,선종,선형,연번,선주,선급1,선급2,선급3,국적,시리즈 대표호선,시리즈번호,계약일자,W/C일자,K/L일자,F/T일자,L/C일자,D/L일자,도면완료일,제작블럭수,탑재블럭수,W/C실적일자,K/L실적일자,L/C실적일자,D/L실적일자,선주도면승인기간,선급도면승인기간,계약인도일,대일정계획시 주요공정체크,탑재네트워크확정REVNO,탑재네트워크확정일자,일정재생성가부,공수재생성가부,중일정공수조정가부,D/L여부,설계대표호선,설계 시리즈 번호,건조 방식(T:Tandem S:straight),"FWD일정 생성시 신종선 연속선에 따라 POR발행계획일이 MP 생성일 기준 2주, 3주(2:2주 3:3주)",mp생성일(호선의 mp등록일 중 가장 빠른 날짜을 넣어줌[2005/12/20추가됨]),,,,출항 예정일,Load Out 일자 (육상건조),,"호선 건조구분(H: HMD, V: HVS, 1:신조, 2:개조, 3:수리, 4:기술수출)","계약정보(Y:계약, N:미계약,C:취소,D:보류,O:옵션)",E/R ACCESS HOLE FT전 위치,E/R ACCESS HOLE FT후 위치,조기K/L,조기 K/L BLOCK,"HVS자재대수수료(0:1.07, 1:1)",FT전 도크내호선위치(E/W)-STRAIGHT는 여기만 값 유지,FT후 도크내호선위치(E/W),가상W/C
407506,"1,000TEU CLASS CONTAINER CARRIER",Y,1,49,13-6,CONT ,1000TEU,01,DONGYOUNG,KR        ,,,MARSHALL ISLAND,407506,1 ,2012-12-26,2013-07-26,2013-10-21,,2013-12-04,2014-03-04,,0,0,2013-07-26,2013-10-21,2013-12-04,2014-03-07,0,0,2014-03-15,Y,R6,2013-11-28,Y,Y,Y,Y,407506,01,S,7,2012-12-24,300,2,20,2014-03-07,,N,H1,Y,,,,,,E,,
407606,"2,100TEU CLASS CONTAINER CARRIER",N,2,81,,CONT ,2100TEU,,CMA CGM,BV        ,,,MARSHALL ISLANDS,407606,1 ,2013-06-30,2020-07-25,2020-12-01,,2020-01-23,2020-04-02,,0,0,,,,,0,0,2020-04-30,Y,,,Y,Y,Y,N,407606,01,S,7,,290,1.75,20,,,N,H1,C,,,,,,,,
407706,"2,100TEU CLASS CONTAINER CARRIER",N,2,81,,CONT ,2100TEU,,CMA CGM,BV        ,,,MARSHALL ISLANDS,407606,2 ,2013-06-30,2020-07-25,2020-12-01,,2020-01-23,2020-04-17,,0,0,,,,,0,0,2020-05-31,Y,,,Y,Y,Y,N,407606,02,S,7,,290,1.75,20,,,N,H1,C,,,,,,,,
407806,"2,100TEU CLASS CONTAINER CARRIER",N,1,59,,CONT ,2100TEU,,CMA CGM,BV        ,,,MARSHALL ISLANDS,407606,3 ,2013-06-30,2020-12-26,2020-05-11,,2020-07-03,2020-08-26,,0,0,,,,,0,0,2020-11-30,Y,,,Y,Y,Y,N,407606,03,S,7,,290,1.75,20,,,N,H1,C,,,,,,,,
407906,"1,000TEU CLASS CONTAINER CARRIER",Y,2,74,14-1,CONT ,1000TEU,,DONGA,KR        ,,,MARSHALL ISLAND,407906,1 ,2013-03-22,2013-08-02,2013-11-22,,2014-01-10,2014-04-09,,0,0,2013-08-16,2013-11-22,2014-01-10,2014-04-18,0,0,2014-03-31,Y,R7,2014-01-09,Y,Y,Y,Y,407906,01,S,7,2013-03-25,300,2,20,2014-04-22,,N,H1,Y,,,,,N,W,,
408006,"1,000TEU CLASS CONTAINER CARRIER",N,1,50,14-1,CONT ,1000TEU,,DONGA,KR        ,,,MARSHALL ISLAND,407906,2 ,2013-03-22,2013-08-02,2013-12-06,,2014-01-26,2014-04-25,,0,0,2013-08-16,2013-12-05,2014-01-26,2014-04-28,0,0,2014-03-31,Y,R5,2013-12-30,Y,Y,Y,Y,407906,02,S,7,2013-03-25,300,2,20,2014-04-28,,N,H1,Y,,,,,,E,,
408506,770FEU CLASS REEFER CONTAINER CARRIER,Y,4,68,15-3,REC  ,770FEU,01,DOLE,GL        ,,,BAHAMAS,408506,1 ,2013-07-10,2014-12-16,2015-04-27,,2015-07-27,2015-11-10,,0,0,2014-12-16,2015-04-23,2015-07-29,2015-11-10,0,0,2015-11-30,Y,RH,2015-05-29,Y,Y,Y,Y,408506,01,S,7,2013-07-30,300,2,20,,,N,H1,Y,,,,,,W,,2014-12-16
408606,770FEU CLASS REEFER CONTAINER CARRIER,N,4,69,15-4,REC  ,770FEU,01,DOLE,GL        ,,,BAHAMAS,408506,2 ,2013-07-10,2015-03-09,2015-07-29,,2015-11-14,2016-02-23,,0,0,2015-03-09,2015-07-30,2015-11-14,2016-02-23,0,0,2016-03-31,Y,RI,2015-09-07,Y,Y,Y,Y,408506,02,S,7,2013-08-02,300,2,20,,,N,H1,Y,,,,,,W,,2015-03-09
408706,770FEU CLASS REEFER CONTAINER CARRIER,N,4,70,16-1,REC  ,770FEU,01,DOLE,GL        ,,,BAHAMAS,408506,3 ,2013-07-10,2015-06-16,2015-11-16,,2016-02-19,2016-05-25,,0,0,2015-06-16,2015-11-16,2016-02-19,2016-05-24,0,0,2016-06-30,Y,RI,2015-11-27,Y,Y,Y,Y,408506,03,S,7,2013-08-02,300,2,20,,,N,H1,Y,,,,,,W,,2015-06-16
408806,1900TEU CLASS CONTAINER CARRIER,Y,3,90,14-5,CONT ,1900TEU,01,(주)천경,KR        ,,,KOREA,408806,1 ,2013-07-22,2014-04-01,2014-07-07,,2014-09-20,2014-11-05,,0,0,2014-04-01,2014-07-07,2014-09-20,2014-11-05,0,0,2014-11-30,Y,R6,2014-08-27,Y,Y,Y,Y,408806,01,S,7,2013-07-24,300,2,20,2014-11-14,,N,H1,Y,,,2014-06-30,E11C,,W,,2014-04-01
408906,1900TEU CLASS CONTAINER CARRIER,N,2,81,15-1,CONT ,1900TEU,,(주)천경,KR        ,,,PANAMA,408806,2 ,2013-11-11,2014-07-21,2014-12-19,,2015-02-09,2015-04-13,,0,0,2014-07-21,2014-12-19,2015-02-09,2015-04-13,0,0,2015-03-31,Y,R7,2014-12-24,Y,Y,Y,Y,408806,02,S,7,2013-11-12,300,2,20,2015-04-14,,N,H1,Y,,,,,,W,,2014-07-21
409006,"1,000TEU CLASS CONTAINER CARRIER",Y,3,89,14-4,CONT ,1000TEU,02,DONGYOUNG,KR        ,,,MARSHALL ISLAND,407506,2 ,2013-08-13,2013-12-16,2014-05-12,,2014-07-04,2014-08-29,,0,0,2013-12-16,2014-05-12,2014-07-04,2014-08-29,0,0,2014-08-31,Y,R4,2014-05-23,Y,Y,Y,Y,407506,02,S,7,2013-08-14,300,2,20,2014-08-29,,N,H1,Y,,,,,,W,,
409206,"2,100TEU CLASS CONTAINER CARRIER",Y,1,58,15-3,CONT ,2100TEU,,CMA CGM,BV        ,,,U.K.,409206,1 ,2013-09-02,2014-10-30,2015-03-30,,2015-05-22,2015-07-21,,0,0,2014-10-30,2015-03-30,2015-05-22,2015-07-21,0,0,2015-07-31,Y,RB,2015-04-10,Y,Y,Y,Y,409206,01,S,7,2013-09-09,300,2,20,,,N,H1,Y,,,,,,W,,2014-10-30
409306,"2,100TEU CLASS CONTAINER CARRIER",N,1,58,15-3,CONT ,2100TEU,,CMA CGM,BV        ,,,U.K.,409206,2 ,2013-09-02,2014-11-07,2015-03-30,,2015-05-22,2015-07-29,,0,0,2014-11-07,2015-03-30,2015-05-22,2015-07-29,0,0,2015-07-31,Y,RB,2015-04-28,Y,Y,Y,Y,409206,02,S,7,2013-10-10,300,2,20,,,N,H1,Y,,,,,,E,,2014-11-07
409406,"2,100TEU CLASS CONTAINER CARRIER",N,1,59,15-4,CONT ,2100TEU,,CMA CGM,BV        ,,,FRANCE,409206,3 ,2013-09-02,2014-12-09,2015-05-26,,2015-07-25,2015-10-05,,0,0,2014-12-09,2015-05-26,2015-07-27,2015-09-25,0,0,2015-09-30,Y,RB,2015-07-02,Y,Y,Y,Y,409206,03,S,7,2013-10-10,300,2,20,,,N,H1,Y,,,,,,E,,2014-12-09
409806,"1,000TEU CLASS CONTAINER CARRIER",Y,2,86,15-6,CONT ,1000TEU,,범주해운,KR        ,,,KOREA,409806,1 ,2014-04-24,2015-06-08,2015-10-12,,2015-12-04,2016-01-29,,0,0,2015-06-08,2015-10-12,2015-12-04,2016-01-29,0,0,2015-12-31,Y,R4,2015-12-18,Y,Y,Y,Y,409806,01,S,7,2014-04-30,300,2,20,2016-01-29,,N,H1,Y,,,,,,E,,2015-06-08
409906,"1,000TEU CLASS CONTAINER CARRIER",N,2,87,16-1,CONT ,1000TEU,,범주해운,KR        ,,,KOREA,409806,2 ,2014-05-28,2015-07-25,2015-12-07,,2016-02-03,2016-03-25,,0,0,2015-07-25,2015-12-07,2016-02-03,2016-03-25,0,0,2016-02-29,Y,R6,2015-12-04,Y,Y,Y,Y,409806,02,S,7,2014-06-05,300,2,20,2016-04-02,,N,H1,Y,,,,,,E,,2015-07-25
410006,"1,600TEU CLASS CONTAINER CARRIER",Y,4,74,17-1,CONT ,1600TEU,,남성해운,KR        ,,,MARSHALL ISLAND,410006,1 ,2015-09-04,2016-06-27,2016-12-19,,2017-04-07,2017-07-07,,0,0,2016-06-27,2016-12-19,2017-04-07,2017-07-07,0,0,2017-06-30,Y,RF,2017-06-01,Y,Y,Y,Y,410006,01,S,7,2015-09-07,300,2,20,,,N,H1,Y,P,,,,,W,,2016-06-27
410106,"1,600TEU CLASS CONTAINER CARRIER",N,2,95,17-4,CONT ,1600TEU,,남성해운,KR        ,,,MARSHALL ISLAND,410006,2 ,2015-09-04,2017-01-17,2017-06-12,,2017-08-25,2017-10-24,,0,0,2017-01-17,2017-06-12,2017-08-25,2017-10-24,0,0,2017-09-30,Y,RF,2017-07-06,Y,Y,Y,Y,410006,02,S,7,2015-09-07,300,2,20,,,N,H1,Y,P,,,,,E,,2017-01-17
410406,"1,800TEU CLASS CONTAINER CARRIER",Y,2,102,18-6,CONT ,1800TEU,1 ,MITSUI,NK        ,,,PANAMA,410406,1 ,2018-01-18,2018-05-24,2018-10-10,,2018-12-07,2019-02-28,,,,2018-05-24,2018-10-10,2018-12-07,2019-02-25,,,2019-02-28,,RL,2018-11-06,,,,Y,410406,01,S,,2017-11-16,300,2,20,,,,H1,Y,S,,,,,E,,2018-05-24
410506,"1,800TEU CLASS CONTAINER CARRIER",N,1,78,19-1,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,2 ,2018-01-18,2018-05-30,2018-11-23,,2019-01-25,2019-03-28,,,,2018-05-30,2018-11-23,2019-01-25,2019-03-28,,,2019-03-31,,RK,2018-11-27,,,,Y,410406,02,S,,2017-11-16,300,2,20,,,,H1,Y,P,,,,,W,,2018-05-30
410606,"1,800TEU CLASS CONTAINER CARRIER",N,2,104,19-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,3 ,2018-01-18,2018-06-19,2018-12-10,2019-02-15,2019-04-19,2019-06-20,,,,2018-06-19,2018-12-10,2019-04-19,,,,2019-06-30,,RS,2019-01-25,,,,N,410406,03,T,,2017-11-16,300,2,20,,,,H1,Y,S,S,,,,E,E,2018-06-19
410706,"1,800TEU CLASS CONTAINER CARRIER",N,2,104,19-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,4 ,2018-01-18,2018-09-06,2019-02-18,,2019-04-19,2019-07-01,,,,2018-09-06,2019-02-18,2019-04-19,,,,2019-07-31,,RL,2019-03-25,,,,N,410406,04,S,,2017-11-16,300,2,20,,,,H1,Y,P,,,,,W,,2018-09-06
410806,"1,800TEU CLASS CONTAINER CARRIER",Y,3,114,18-6,CONT ,1800TEU,,ITOCHU,NK        ,,,PANAMA,410806,1 ,2018-02-09,2018-06-05,2018-10-29,,2018-12-21,2019-03-19,,,,2018-06-05,2018-10-29,2018-12-21,2019-03-19,,,2019-03-31,,RF,2018-11-13,,,,Y,410806,01,S,,2018-02-01,300,2,20,,,,H1,Y,P,,,,,W,,2018-06-05
410906,"1,800TEU CLASS CONTAINER CARRIER",N,3,115,19-1,CONT ,1800TEU,,ITOCHU,NK        ,,,LIBERIA,410806,2 ,2018-02-09,2018-07-12,2018-12-24,,2019-02-28,2019-05-10,,,,2018-07-12,2018-12-24,2019-02-28,2019-05-10,,,2019-05-31,,RK,2019-01-25,,,,Y,410806,02,S,,2018-02-01,300,2,20,,,,H1,Y,S,,,,,W,,2018-07-12
411206,"1,800TEU CLASS CONTAINER CARRIER",Y,3,115,19-1,CONT ,1800TEU,2 ,MITSUI,NK        ,,,PANAMA,410406,5 ,2018-05-18,2018-08-10,2018-12-24,,2019-02-28,2019-05-13,,,,2018-08-14,2018-12-26,2019-02-28,2019-05-14,,,2019-05-31,,R9,2019-01-25,,,,Y,410406,05,S,,2018-05-18,300,2,20,,,,H1,Y,P,,,,,W,,2018-08-10
411306,"1,800TEU CLASS CONTAINER CARRIER",N,3,116,19-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,6 ,2018-05-18,2018-08-23,2018-12-24,2019-02-28,2019-05-03,2019-06-24,,,,2018-08-23,2018-12-26,2019-05-03,,,,2019-06-30,,RF,2019-03-13,,,,N,410406,06,T,,2018-05-18,300,2,20,,,,H1,Y,S,N,,,,E,E,2018-08-23
411406,"1,800TEU CLASS CONTAINER CARRIER",N,3,116,19-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,7 ,2018-05-18,2018-10-10,2019-03-04,,2019-05-03,2019-07-02,,,,2018-10-10,2019-03-04,2019-05-03,,,,2019-07-31,,R7,2019-03-13,,,,N,410406,07,S,,2018-06-04,300,2,20,,,,H1,Y,P,,,,,W,,2018-10-10
411506,"1,800TEU CLASS CONTAINER CARRIER",N,2,105,19-3,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,8 ,2018-05-18,2018-12-04,2019-04-22,,2019-06-21,2019-08-28,,,,2018-12-04,2019-04-22,,,,,2019-08-31,,R8,2019-05-07,,,,N,410406,08,S,,2018-06-04,300,2,20,,,,H1,Y,S,,,,,E,,
411606,"1,800TEU CLASS CONTAINER CARRIER",Y,2,106,19-4,CONT ,1800TEU,,PAN OCEAN,KR        ,,,PANAMA,411606,1 ,2018-05-18,2019-01-15,2019-06-24,,2019-09-06,2019-11-08,,,,2019-01-15,,,,,,2019-11-30,,RA,2019-05-30,,,,N,411606,01,S,,2018-05-31,0,0,0,,,,H1,Y,P,,,,,W,,2019-01-15
411706,"1,800TEU CLASS CONTAINER CARRIER",N,1,82,19-5,CONT ,1800TEU,,PAN OCEAN,KR        ,,,PANAMA,411606,2 ,2018-05-18,2019-02-20,2019-08-19,,2019-10-25,2020-01-07,,,,2019-02-20,,,,,,2020-01-31,,RE,2019-06-04,,,,N,411606,02,S,,2018-05-31,0,0,0,,,,H1,Y,P,,,,,W,,2019-02-20
411806,"1,800TEU CLASS CONTAINER CARRIER",Y,1,83,19-6,CONT ,1800TEU,,SINOKOR,KR        ,          ,,MARSHALL ISLAND,411806,1 ,2018-10-19,2019-06-13,2019-10-28,,2019-12-27,2020-03-02,,,,,,,,,,2020-03-31,,R6,2019-06-05,,,,N,411806,01,S,,2018-11-12,0,0,0,,,,H1,Y,P,,,,,W,,2019-06-13
411906,"1,800TEU CLASS CONTAINER CARRIER",N,3,120,20-1,CONT ,1800TEU,,SINOKOR,KR        ,,,MARSHALL ISLAND,411806,2 ,2018-10-19,2019-07-08,2019-12-09,,2020-02-14,2020-04-20,,,,,,,,,,2020-04-30,,R5,2019-06-05,,,,N,411806,02,S,,2018-11-12,0,0,0,,,,H1,Y,P,,,,,W,,2019-07-08
412206,"1,800TEU CLASS CONTAINER CARRIER",Y,1,81,19-4,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,1 ,2018-07-17,2018-12-18,2019-05-31,,2019-08-16,2019-10-18,,,,2018-12-18,2019-05-31,,,,,2019-10-31,,R8,2019-05-30,,,,N,412206,01,S,,2018-07-18,0,0,0,,,,H1,Y,S,,,,,E,,2018-12-18
412306,"1,800TEU CLASS CONTAINER CARRIER",N,1,81,19-4,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,2 ,2018-07-17,2018-12-18,2019-05-31,,2019-08-16,2019-10-23,,,,2018-12-18,2019-05-31,,,,,2019-10-31,,R8,2019-05-30,,,,N,412206,02,S,,2018-07-18,0,0,0,,,,H1,Y,P,,,,,W,,2018-12-18
412406,"1,800TEU CLASS CONTAINER CARRIER",N,2,106,19-4,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,3 ,2018-07-17,2019-01-29,2019-06-24,,2019-09-06,2019-11-08,,,,2019-01-29,,,,,,2020-01-31,,R9,2019-06-04,,,,N,412206,03,S,,2018-07-18,0,0,0,,,,H1,Y,S,,,,,E,,2019-01-29
412506,"1,800TEU CLASS CONTAINER CARRIER",N,1,83,19-6,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,4 ,2018-07-17,2019-03-26,2019-08-19,2019-10-25,2019-12-27,2020-02-25,,,,2019-03-26,,,,,,2020-02-29,,RB,2019-06-04,,,,N,412206,04,T,,2018-07-18,0,0,0,,,,H1,Y,P,S,,,,W,E,2019-03-26
412606,"1,800TEU CLASS CONTAINER CARRIER",N,3,119,19-5,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,5 ,2018-07-26,2019-04-26,2019-09-30,,2019-12-06,2020-02-10,,,,2019-04-26,,,,,,2020-02-29,,RA,2019-06-04,,,,N,412206,05,S,,2018-07-27,0,0,0,,,,H1,Y,P,,,,,W,,2019-04-26
412706,"1,800TEU CLASS CONTAINER CARRIER",N,2,108,20-1,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,6 ,2018-07-26,2019-06-20,2019-11-18,,2020-01-21,2020-03-23,,,,,,,,,,2020-03-31,,RD,2019-06-05,,,,N,412206,06,S,,2018-07-27,0,0,0,,,,H1,Y,S,,,,,E,,2019-06-20
412806,"1,800TEU CLASS CONTAINER CARRIER",N,1,85,20-2,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,7 ,2018-09-07,2019-10-10,2020-03-09,,2020-05-08,2020-07-09,,,,,,,,,,2020-06-30,,R8,2019-06-05,,,,N,412206,07,S,,2018-09-11,0,0,0,,,,H1,Y,P,,,,,W,,2019-06-19
412906,"1,800TEU CLASS CONTAINER CARRIER",N,2,110,20-3,CONT ,1800TEU,,XT SHIPPING,NK        ,,,SINGAPORE,412206,8 ,2018-09-07,2019-08-27,2020-01-23,2020-03-27,2020-06-05,2020-07-24,,,,,,,,,,2020-06-30,,R6,2019-06-05,,,,N,412206,08,T,,2018-09-11,0,0,0,,,,H1,Y,S,S,,,,E,E,2019-08-12
413006,"1,800TEU CLASS CONTAINER CARRIER",Y,1,82,19-5,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,9 ,2018-09-13,2019-03-26,2019-08-19,,2019-10-25,2020-01-03,,,,2019-03-26,,,,,,2020-01-31,,R8,2019-06-04,,,,N,410406,09,S,,2018-09-18,0,0,0,,,,H1,Y,S,,,,,E,,2019-03-26
413106,"1,800TEU CLASS CONTAINER CARRIER",N,3,120,20-1,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,10,2018-09-13,2019-07-09,2019-12-09,,2020-02-14,2020-04-16,,,,,,,,,,2020-04-30,,R8,2019-06-05,,,,N,410406,10,S,,2018-09-18,0,0,0,,,,H1,Y,S,,,,,E,,2019-07-09
413206,"1,800TEU CLASS CONTAINER CARRIER",N,3,121,20-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,11,2018-09-14,2019-10-02,2020-02-17,,2020-04-17,2020-06-18,,,,,,,,,,2020-06-30,,R7,2019-06-05,,,,N,410406,11,S,,2018-09-18,0,0,0,,,,H1,Y,S,,,,,E,,2019-10-02
413306,"1,800TEU CLASS CONTAINER CARRIER",N,1,85,20-2,CONT ,1800TEU,,MITSUI,NK        ,,,PANAMA,410406,12,2018-09-14,2019-08-13,2019-12-30,2020-03-06,2020-05-08,2020-06-29,,,,,,,,,,2020-06-30,,R7,2019-06-05,,,,N,410406,12,T,,2018-09-18,0,0,0,,,,H1,Y,S,S,,,,E,E,2019-09-03
415206,"2,500TEU CLASS CONTAINER CARRIER",Y,4,83,20-2,CONT ,2500TEU,,고려해운,KR        ,,,PANAMA,415206,1 ,2019-03-20,2019-12-16,2020-03-23,,2020-05-29,2020-08-14,,,,,,,,,,2020-09-30,,R0,2019-06-05,,,,N,415206,01,S,,2019-03-27,0,0,0,,,,H1,Y,S,,,,,E,,2019-12-16
415306,"2,500TEU CLASS CONTAINER CARRIER",N,4,83,20-2,CONT ,2500TEU,,고려해운,KR        ,,,PANAMA,415206,2 ,2019-03-20,2019-12-16,2020-03-23,,2020-05-29,2020-08-19,,,,,,,,,,2020-09-30,,R0,2019-06-05,,,,N,415206,02,S,,2019-03-27,0,0,0,,,,H1,Y,P,,,,,W,,2019-12-16
415406,"2,500TEU CLASS CONTAINER CARRIER",N,4,84,20-3,CONT ,2500TEU,,고려해운,KR        ,,,PANAMA,415206,3 ,2019-03-20,2019-12-16,2020-06-01,,2020-08-14,2020-11-06,,,,,,,,,,2020-11-30,,R0,2019-05-31,,,,N,415206,03,S,,2019-03-27,0,0,0,,,,H1,Y,S,,,,,E,,2019-12-16
415706,"1,800TEU CLASS CONTAINER CARRIER",N,3,121,20-2,CONT ,1800TEU,2 ,SINOKOR,KR        ,,,MARSHALL ISLAND,411806,3 ,2019-04-30,2019-10-02,2020-02-17,,2020-04-17,2020-06-22,,,,,,,,,,2020-06-30,,R1,2019-06-10,,,,N,411806,03,S,,2019-05-10,0,0,0,,,N,H1,Y,P,,,,,W,,
415806,"1,800TEU CLASS CONTAINER CARRIER",N,2,110,20-3,CONT ,1800TEU,2 ,SINOKOR,KR        ,,,MARSHALL ISLAND,411806,4 ,2019-05-01,2019-11-06,2020-03-30,,2020-06-05,2020-07-31,,,,,,,,,,2020-07-31,,R1,2019-06-10,,,,N,411806,04,S,,2019-05-10,0,0,0,,,,H1,Y,P,,,,,W,,
600606,37K BULK CARRIER,Y,3,65,10-4,BC   ,37K,01,ADNOC,DNV       ,,,ARAB EMIRATES(U.A.E),600606,1 ,2008-05-14,2010-04-01,2010-06-21,,2010-08-24,2010-10-29,,0,0,2010-04-01,2010-06-21,2010-08-23,2010-10-26,0,0,2010-10-31,Y,RC,2010-06-11,Y,Y,Y,Y,600606,01,S,7,2008-05-21,300,2,20,2010-10-29,,Y,H1,Y,,,,,,,,
600706,37K BULK CARRIER,N,1,30,10-5,BC   ,37K,01,ADNOC,DNV       ,,,ARAB EMIRATES(U.A.E),600606,2 ,2008-05-14,2010-04-01,2010-07-12,2010-09-11,2010-11-12,2011-01-04,,0,0,2010-04-01,2010-07-12,2010-11-13,2011-01-04,0,0,2010-12-31,Y,RG,2010-10-14,Y,Y,Y,Y,600606,02,T,,2008-05-21,300,2,20,2011-01-04,,Y,H1,Y,,,,,,,,
600806,37K BULK CARRIER,N,2,54,10-6,BC   ,37K,01,ADNOC,DNV       ,,,ARAB EMIRATES(U.A.E),600606,3 ,2008-05-14,2010-05-03,2010-07-31,2010-10-07,2010-11-29,2011-01-04,,0,0,2010-05-03,2010-07-30,2010-11-29,2011-01-04,0,0,2011-02-28,Y,RC,2010-09-03,Y,Y,Y,Y,600606,03,T,,2008-05-21,290,2,20,2011-01-04,,Y,H1,Y,,,,,,,,
600906,33K BULK CARRIER,Y,3,71,,BC   ,33K,01,NORDEN,DNV       ,,,SINGAPORE,600906,1 ,2008-06-06,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,0,0,,,,,0,0,2011-10-31,Y,R2,2010-06-17,Y,Y,Y,N,S02706,08,S,7,2008-05-28,290,1.75,20,,,Y,H1,C,,,,,,,,
601006,33K BULK CARRIER,N,1,35,,BC   ,33K,01,NORDEN,DNV       ,,,SINGAPORE,600906,2 ,2008-06-06,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,0,0,,,,,0,0,2011-12-31,Y,R2,2010-06-16,Y,Y,Y,N,S02706,11,S,7,2008-05-28,290,1.75,20,,,Y,H1,C,,,,,N,,,
601106,36K BULK CARRIER,Y,3,67,10-6,BC   ,36K,02,SAMIN,DNV       ,,,HONG KONG,601106,1 ,2008-06-25,2010-07-01,2010-10-28,,2010-12-18,2011-10-31,,0,0,2010-07-01,2010-10-28,2010-12-18,2011-10-20,0,0,2011-02-28,Y,RC,2010-11-04,Y,Y,Y,Y,601106,01,S,7,2008-07-02,300,2,20,2011-10-22,,Y,H1,Y,,,,,,,,
601206,36K BULK CARRIER,N,3,119,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601106,2 ,2008-06-25,2018-12-24,2019-04-29,,2019-06-28,2019-09-06,,0,0,,,,,0,0,2011-06-30,Y,RE,2014-05-23,Y,Y,Y,N,601106,02,S,7,2008-07-02,290,1.75,20,,,Y,H1,D,,,,,,,,
601306,36K BULK CARRIER,N,3,120,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601106,3 ,2008-06-25,2500-01-01,2500-01-01,,2500-01-01,2500-01-01,,0,0,,,,,0,0,2500-01-01,Y,R9,2014-05-23,Y,Y,Y,N,601106,03,S,7,2500-01-01,290,1.75,20,,,Y,H1,D,,,,,,,,
601406,36K BULK CARRIER,N,2,104,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601106,4 ,2008-06-25,2022-06-25,2022-10-29,,2022-12-22,2022-02-26,,0,0,,,,,0,0,2022-12-31,Y,R6,2014-05-23,Y,Y,Y,N,601106,04,S,7,2008-07-02,290,1.75,20,,,Y,H1,C,,,,,,,,
601506,36K BULK CARRIER,N,2,105,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601106,5 ,2008-06-25,2022-08-27,2022-12-24,,2022-02-25,2022-05-07,,0,0,,,,,0,0,2022-01-31,Y,R6,2014-05-23,Y,Y,Y,N,601106,05,S,7,2008-07-02,290,1.75,20,,,N,H1,C,,,,,,,,
601606,36K BULK CARRIER,N,2,106,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601106,6 ,2008-06-25,2018-10-24,2019-02-27,,2019-04-23,2019-06-24,,0,0,,,,,0,0,2012-03-31,Y,R6,2014-05-23,Y,Y,Y,N,601106,06,S,7,2008-07-02,290,1.75,20,,,N,H1,D,,,,,,,,
601706,36K BULK CARRIER,N,2,107,,BC   ,36K,02,IRISL,DNV       ,,,HONG KONG,601107,7 ,2008-06-25,2018-12-22,2019-04-25,,2019-06-25,2019-08-27,,0,0,,,,,0,0,2012-05-31,Y,R5,2014-05-23,Y,Y,Y,N,601106,07,S,7,2008-07-02,290,1.75,20,,,N,H1,D,,,,,,,,
601806,37K BULK CARRIER,Y,3,69,11-2,BC   ,37K,01,COSMOSHIP,LR        ,,,LIBERIA,601806,1 ,2008-07-18,2010-11-17,2011-02-18,,2011-04-12,2011-07-07,,0,0,2010-11-17,2011-02-18,2011-04-12,2011-07-07,0,0,2011-07-31,Y,RD,2011-04-07,Y,Y,Y,Y,601806,01,S,7,2008-08-14,300,2,20,2011-07-07,,Y,H1,Y,,,,,N,,,
601906,37K BULK CARRIER,N,1,35,11-5,BC   ,37K,01,COSMOSHIP,LR        ,,,BAHAMAS,601806,2 ,2008-07-18,2011-03-23,2011-07-25,,2011-09-27,2011-11-22,,0,0,2011-03-23,2011-07-26,2011-09-27,2011-11-22,0,0,2011-11-30,Y,RD,2011-07-29,Y,Y,Y,Y,601806,02,S,,2008-08-14,300,2,20,2011-11-22,2011-03-07,Y,H1,Y,,,,,N,,,
